complaint_id,fraud_type,amount,complaint_state,complaint_city,chain_depth,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,channel,time_bucket,delay_minutes
C0000082,Cheating,59200.0,Odisha,Bengaluru,2,13,0.9894,1227,3,SAVINGS,BRANCH,BankingHours,
C0000083,Cheating,268300.0,Bihar,Patna,4,0,0.0,766,5,SAVINGS,BRANCH,BankingHours,
C0000084,Cheating,840700.0,Telangana,Hyderabad,3,0,0.0,1121,3,SAVINGS,BRANCH,BankingHours,
C0000085,Fraud,6600.0,Telangana,Hyderabad,4,0,0.0,2095,18,SAVINGS,ATM,Afternoon,412.35111646666667
C0000086,Cheating,30300.0,Maharashtra,Pune,3,15,0.9948,1451,3,SAVINGS,ATM,Night,2237.2894250666664
C0000087,Fraud,14900.0,Maharashtra,Mumbai,3,0,0.0,1100,3,SAVINGS,ATM,Evening,649.2447085
C0000088,Fraud,1900.0,Maharashtra,Pune,3,15,0.9948,1227,3,SAVINGS,BRANCH,BankingHours,2990.6826615666664
C0000089,Fraud,215400.0,Telangana,Hyderabad,3,8,0.9392,1301,3,SAVINGS,BRANCH,BankingHours,
C0000090,Fraud,1000.0,Telangana,Hyderabad,3,0,0.0,735,4,SAVINGS,ATM,Night,848.8779432333333
C0000091,Cheating,22200.0,Telangana,Hyderabad,3,9,0.9571,1654,3,SAVINGS,BRANCH,BankingHours,
C0000092,Fraud,9500.0,Madhya Pradesh,Pune,2,0,0.0,1820,9,SAVINGS,BRANCH,BankingHours,
C0000093,Cheating,11200.0,Telangana,Hyderabad,3,3,0.6501,1441,5,SAVINGS,ATM,Evening,675.4539282500001
C0000094,Fraud,26300.0,Telangana,Hyderabad,3,0,0.0,1000,3,SAVINGS,ATM,Night,780.2877928166668
C0000095,Cheating,68900.0,Telangana,Hyderabad,3,2,0.5034,2096,12,SAVINGS,BRANCH,BankingHours,1499.1007488833334
C0000096,Fraud,29600.0,Telangana,Hyderabad,3,10,0.9698,1301,3,SAVINGS,BRANCH,BankingHours,
C0000097,Fraud,3200.0,Telangana,Hyderabad,3,0,0.0,1035,3,SAVINGS,BRANCH,BankingHours,1549.8029094833332
C0000098,Cheating,39100.0,Telangana,Hyderabad,3,11,0.9787,1619,3,SAVINGS,ATM,Night,789.7610262666666
C0000099,Cheating,13500.0,Telangana,Hyderabad,3,1,0.2953,602,8,SAVINGS,ATM,Night,818.6981524333333
C0000100,Cheating,115500.0,Telangana,Hyderabad,3,0,0.0,292,3,CURRENT,ATM,Evening,644.2441510166666
C0000101,Fraud,42600.0,Telangana,Hyderabad,4,0,0.0,1564,5,SAVINGS,ATM,Evening,537.2272646833333
C0000102,Cheating,2500.0,Telangana,Hyderabad,3,0,0.0,947,3,SAVINGS,ATM,Afternoon,451.9700881
C0000103,Fraud,1000.0,Odisha,Kolkata,3,0,0.0,123,3,SAVINGS,BRANCH,BankingHours,1613.7670059333332
C0000104,Cheating,25500.0,Telangana,Hyderabad,3,12,0.985,1654,3,SAVINGS,ATM,Night,840.73385115
C0000105,Fraud,1213600.0,Telangana,Hyderabad,3,1,0.2953,1167,3,SAVINGS,ATM,Night,869.6144278666667
C0000106,Fraud,8200.0,Telangana,Hyderabad,3,0,0.0,672,3,SAVINGS,ATM,Night,791.4237148166667
C0000107,Fraud,4400.0,Telangana,Hyderabad,3,16,0.9963,1227,3,SAVINGS,ATM,Afternoon,263.02879443333336
C0000108,Cheating,644600.0,Telangana,Hyderabad,2,0,0.0,1648,5,SAVINGS,ATM,Morning,62.86690915
C0000109,Fraud,240700.0,Telangana,Hyderabad,3,0,0.0,1244,3,SAVINGS,BRANCH,BankingHours,
C0000110,Fraud,16700.0,Telangana,Hyderabad,3,17,0.9974,1227,3,SAVINGS,ATM,Evening,525.6544847333333
C0000111,Cheating,2220000.0,Maharashtra,Pune,2,18,0.9982,870,3,SAVINGS,ATM,Night,2226.64245095
C0000111,Cheating,2220000.0,Maharashtra,Pune,2,18,0.9982,870,3,SAVINGS,ATM,Night,2233.64245095
C0000111,Cheating,2220000.0,Maharashtra,Pune,2,18,0.9982,870,3,SAVINGS,ATM,Night,2240.64245095
C0000112,Cyber Blackmailing,73500.0,Bihar,Patna,3,0,0.0,2138,4,SAVINGS,ATM,Night,762.4369377333334
C0000113,Fraud,196200.0,Telangana,Hyderabad,3,13,0.9894,1301,3,SAVINGS,BRANCH,BankingHours,
C0000114,Cheating,2220000.0,Telangana,Hyderabad,3,18,0.9982,1227,3,SAVINGS,ATM,Evening,695.6077778
C0000115,Cheating,139900.0,Telangana,Hyderabad,3,19,0.9987,1227,3,SAVINGS,ATM,Night,834.4578693833333
C0000116,Fraud,33400.0,Telangana,Hyderabad,4,2,0.5034,1365,5,CURRENT,BRANCH,BankingHours,
C0000117,Fraud,92500.0,Telangana,Hyderabad,3,20,0.9991,1227,3,SAVINGS,ATM,Night,820.9563651166667
C0000118,Fraud,29100.0,Telangana,Hyderabad,3,21,0.9994,1227,3,SAVINGS,ATM,Night,764.8429839333334
C0000119,Fraud,8400.0,Telangana,Hyderabad,3,23,0.9997,870,3,SAVINGS,BRANCH,BankingHours,352.79514181666667
C0000120,Cheating,3300.0,Telangana,Hyderabad,2,3,0.6501,873,3,SAVINGS,ATM,Night,826.7618786666667
C0000121,Fraud,68000.0,Telangana,Hyderabad,3,0,0.0,456,18,CURRENT,BRANCH,BankingHours,
C0000122,Cheating,117800.0,Telangana,Hyderabad,3,0,0.0,1596,3,SAVINGS,BRANCH,BankingHours,
C0000123,Cheating,3500.0,Telangana,Hyderabad,3,14,0.9926,1301,3,SAVINGS,BRANCH,BankingHours,
C0000124,Fraud,82000.0,Bihar,Patna,3,0,0.0,1631,3,CURRENT,BRANCH,BankingHours,3137.876458383333
C0000125,Fraud,190300.0,Odisha,Patna,5,3,0.6501,1026,12,SAVINGS,BRANCH,BankingHours,
C0000126,Fraud,3600.0,Tamil Nadu,Chennai,2,3,0.6501,1438,3,SAVINGS,BRANCH,BankingHours,1774.44389165
C0000127,Fraud,122300.0,Tamil Nadu,Chennai,4,3,0.6501,387,12,SAVINGS,BRANCH,BankingHours,
C0000128,Fraud,80400.0,Maharashtra,Mumbai,3,2,0.5034,2046,6,SAVINGS,ATM,Night,796.2969019166667
C0000129,Cheating,2100.0,Telangana,Hyderabad,4,4,0.7534,1026,12,SAVINGS,ATM,Night,806.1514101833333
C0000130,Fraud,2220000.0,Telangana,Hyderabad,3,3,0.6501,157,3,SAVINGS,ATM,Night,871.0105442
C0000131,Cheating,141800.0,Telangana,Hyderabad,3,4,0.7534,1438,3,SAVINGS,ATM,Night,799.9931752833332
C0000132,Fraud,2220000.0,Telangana,Hyderabad,5,3,0.6501,148,5,SAVINGS,BRANCH,BankingHours,
C0000132,Fraud,2220000.0,Telangana,Hyderabad,5,3,0.6501,148,5,SAVINGS,BRANCH,BankingHours,
C0000133,Fraud,334300.0,Telangana,Hyderabad,3,3,0.6501,1680,12,SAVINGS,ATM,Night,851.71891655
C0000133,Fraud,334300.0,Telangana,Hyderabad,3,3,0.6501,1680,12,SAVINGS,ATM,Night,863.71891655
C0000134,Cyber Blackmailing,2000.0,Andhra Pradesh,Patna,2,24,0.9998,870,3,SAVINGS,BRANCH,BankingHours,
C0000135,Fraud,25900.0,Maharashtra,Pune,3,2,0.5034,2053,8,SAVINGS,ATM,Afternoon,292.5751717333333
C0000136,Fraud,9100.0,Telangana,Hyderabad,3,0,0.0,1176,3,SAVINGS,ATM,Afternoon,221.5363423
C0000137,Fraud,6300.0,Telangana,Hyderabad,3,0,0.0,889,3,SAVINGS,BRANCH,BankingHours,
C0000138,Fraud,8100.0,Maharashtra,Mumbai,4,1,0.2953,462,4,SAVINGS,ATM,Night,763.3353589666666
C0000139,Fraud,27800.0,Bihar,Patna,3,4,0.7534,574,3,SAVINGS,ATM,Evening,2175.055480416667
C0000140,Fraud,106300.0,Andhra Pradesh,Bengaluru,3,0,0.0,1972,3,SAVINGS,ATM,Night,853.9649139666667
C0000141,Fraud,59100.0,Maharashtra,Pune,3,0,0.0,1501,18,SAVINGS,BRANCH,BankingHours,
C0000142,Forgery,60400.0,Telangana,Hyderabad,3,1,0.2953,476,3,CURRENT,ATM,Night,756.84109405
C0000143,Cheating,1600.0,Maharashtra,Mumbai,3,25,0.9998,1451,3,SAVINGS,ATM,Night,2302.8062645
C0000144,Cheating,5700.0,Maharashtra,Mumbai,2,0,0.0,648,3,SAVINGS,ATM,Morning,-174.28844456666667
C0000145,Cheating,15400.0,Telangana,Hyderabad,3,0,0.0,87,4,SAVINGS,ATM,Evening,675.2675723666667
C0000146,Cheating,9800.0,Uttar Pradesh,Lucknow,2,4,0.7534,1649,3,SAVINGS,ATM,Night,766.1849973666667
C0000147,Fraud,7300.0,Andhra Pradesh,Delhi,3,15,0.9948,1619,3,SAVINGS,ATM,Night,852.97639585
C0000148,Fraud,579100.0,Telangana,Hyderabad,2,5,0.8262,574,3,SAVINGS,BRANCH,BankingHours,
C0000148,Fraud,579100.0,Telangana,Hyderabad,2,5,0.8262,574,3,SAVINGS,BRANCH,BankingHours,
C0000148,Fraud,579100.0,Telangana,Hyderabad,2,5,0.8262,574,3,SAVINGS,BRANCH,BankingHours,
C0000149,Fraud,15900.0,Telangana,Hyderabad,3,1,0.2953,1244,3,SAVINGS,BRANCH,BankingHours,
C0000150,Cheating,1000.0,Telangana,Hyderabad,3,0,0.0,682,3,SAVINGS,ATM,Night,825.53230035
C0000151,Fraud,14000.0,Bihar,Patna,3,0,0.0,443,4,SAVINGS,BRANCH,BankingHours,
C0000152,Cheating,56900.0,Telangana,Hyderabad,3,25,0.9998,1227,3,SAVINGS,ATM,Morning,-206.76669925
C0000153,Cheating,963500.0,Telangana,Hyderabad,6,2,0.5034,1482,8,SAVINGS,ATM,Night,817.9762503999999
C0000153,Cheating,963500.0,Telangana,Hyderabad,6,2,0.5034,1482,8,SAVINGS,ATM,Night,832.9762503999999
C0000154,Cheating,763300.0,Telangana,Hyderabad,3,2,0.5034,548,3,CURRENT,BRANCH,BankingHours,
C0000154,Cheating,763300.0,Telangana,Hyderabad,3,2,0.5034,548,3,CURRENT,BRANCH,BankingHours,
C0000154,Cheating,763300.0,Telangana,Hyderabad,3,2,0.5034,548,3,CURRENT,BRANCH,BankingHours,
C0000155,Cheating,14400.0,Telangana,Hyderabad,5,3,0.6501,1482,8,SAVINGS,ATM,Night,789.5132612333333
C0000156,Fraud,2200.0,Telangana,Hyderabad,3,26,0.9999,1227,3,SAVINGS,ATM,Night,2294.0226794333335
C0000157,Fraud,2800.0,Telangana,Hyderabad,3,2,0.5034,1139,3,SAVINGS,BRANCH,BankingHours,1737.7913800333333
C0000158,Fraud,302200.0,Telangana,Hyderabad,4,1,0.2953,1919,4,SAVINGS,BRANCH,BankingHours,1710.7476840333334
C0000158,Fraud,302200.0,Telangana,Hyderabad,4,1,0.2953,1919,4,SAVINGS,BRANCH,BankingHours,1715.7476840333334
C0000159,Fraud,23800.0,Telangana,Hyderabad,3,3,0.6501,2046,6,SAVINGS,ATM,Night,798.7456299333334
C0000160,Cheating,9600.0,Rajasthan,Jaipur,3,0,0.0,317,4,SAVINGS,BRANCH,BankingHours,
C0000161,Cheating,26400.0,Telangana,Hyderabad,3,28,0.9999,1451,3,SAVINGS,ATM,Night,853.4529715333333
C0000162,Cheating,12600.0,Maharashtra,Pune,3,1,0.2953,2169,3,SAVINGS,ATM,Afternoon,285.1730913
C0000163,Fraud,9600.0,Telangana,Hyderabad,5,0,0.0,294,17,SAVINGS,BRANCH,BankingHours,
C0000164,Cheating,2220000.0,Telangana,Hyderabad,3,4,0.7534,157,3,SAVINGS,BRANCH,BankingHours,
C0000164,Cheating,2220000.0,Telangana,Hyderabad,3,4,0.7534,157,3,SAVINGS,BRANCH,BankingHours,
C0000165,Cheating,90200.0,Odisha,Kolkata,3,28,0.9999,1227,3,SAVINGS,ATM,Evening,497.6506438833333
C0000166,Cheating,4400.0,Telangana,Hyderabad,3,0,0.0,1125,3,SAVINGS,BRANCH,BankingHours,
C0000167,Cheating,27300.0,Odisha,Bengaluru,3,0,0.0,1867,3,CURRENT,ATM,Evening,632.3519104333334
C0000168,Fraud,14400.0,Telangana,Hyderabad,3,30,1.0,1451,3,SAVINGS,ATM,Night,816.1112023333334
C0000169,Cheating,270600.0,Telangana,Hyderabad,3,0,0.0,1350,3,SAVINGS,ATM,Night,776.9256912
C0000170,Fraud,1000.0,Telangana,Hyderabad,3,5,0.8262,1812,3,CURRENT,BRANCH,BankingHours,
C0000171,Fraud,117900.0,Telangana,Hyderabad,3,2,0.5034,205,3,SAVINGS,ATM,Evening,476.58562450000005
C0000172,Fraud,1600.0,Telangana,Hyderabad,3,31,1.0,1451,3,SAVINGS,BRANCH,BankingHours,
C0000173,Cheating,1100.0,Telangana,Hyderabad,6,1,0.2953,740,18,SAVINGS,ATM,Afternoon,244.20720775
C0000174,Fraud,1200.0,Bihar,Patna,3,6,0.8775,1812,3,CURRENT,ATM,Evening,718.0180772833334
C0000175,Cheating,248100.0,Telangana,Hyderabad,3,32,1.0,1451,3,SAVINGS,BRANCH,BankingHours,
C0000176,Fraud,1415900.0,Telangana,Hyderabad,4,1,0.2953,136,8,SAVINGS,BRANCH,BankingHours,1501.6680065333335
C0000176,Fraud,1415900.0,Telangana,Hyderabad,4,1,0.2953,136,8,SAVINGS,BRANCH,BankingHours,1515.6680065333335
C0000177,Cheating,1000.0,Telangana,Hyderabad,3,1,0.2953,395,5,SAVINGS,BRANCH,BankingHours,
C0000178,Fraud,81500.0,Andhra Pradesh,Bengaluru,4,1,0.2953,1582,4,SAVINGS,BRANCH,BankingHours,
C0000179,Forgery,3900.0,Rajasthan,Jaipur,5,2,0.5034,1055,6,SAVINGS,ATM,Night,816.43495165
C0000180,Cheating,24400.0,Telangana,Hyderabad,3,4,0.7534,602,8,SAVINGS,ATM,Afternoon,259.82656985
C0000181,Fraud,47700.0,Telangana,Hyderabad,3,32,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000182,Fraud,208400.0,Telangana,Hyderabad,3,33,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000183,Cheating,295600.0,Bihar,Patna,2,0,0.0,1816,3,SAVINGS,BRANCH,BankingHours,
C0000184,Cheating,4900.0,Telangana,Hyderabad,3,35,1.0,870,3,SAVINGS,ATM,Evening,462.64317196666667
C0000185,Cheating,3100.0,Andhra Pradesh,Bengaluru,3,35,1.0,1227,3,SAVINGS,BRANCH,BankingHours,1523.5919688666665
C0000186,Fraud,51700.0,Bihar,Patna,3,36,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000187,Fraud,1000.0,Bihar,Patna,3,37,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000188,Cheating,168200.0,Odisha,Ahmedabad,2,0,0.0,757,3,SAVINGS,ATM,Night,814.8622806333333
C0000189,Fraud,1900.0,Telangana,Hyderabad,3,38,1.0,1227,3,SAVINGS,ATM,Night,845.5154580333333
C0000190,Cheating,34700.0,Telangana,Hyderabad,3,39,1.0,1227,3,SAVINGS,ATM,Night,740.4173435833333
C0000191,Cheating,12700.0,Telangana,Hyderabad,2,5,0.8262,1026,12,SAVINGS,ATM,Evening,621.2951895333333
C0000192,Cheating,460800.0,Telangana,Hyderabad,3,0,0.0,1903,18,SAVINGS,ATM,Afternoon,161.09369846666667
C0000193,Cheating,46800.0,Telangana,Hyderabad,4,2,0.5034,951,8,SAVINGS,BRANCH,BankingHours,
C0000194,Cheating,142200.0,Telangana,Hyderabad,3,0,0.0,871,3,SAVINGS,ATM,Night,741.5149459
C0000195,Fraud,367300.0,Telangana,Hyderabad,3,0,0.0,1431,3,SAVINGS,BRANCH,BankingHours,
C0000196,Cheating,32300.0,Odisha,Kolkata,3,40,1.0,1227,3,SAVINGS,ATM,Night,854.1316017833334
C0000197,Fraud,14700.0,Maharashtra,Mumbai,4,0,0.0,689,5,SAVINGS,ATM,Evening,735.0019796666667
C0000198,Cheating,366400.0,Odisha,Lucknow,3,41,1.0,1227,3,SAVINGS,ATM,Night,834.2565521
C0000198,Cheating,366400.0,Odisha,Lucknow,3,41,1.0,1227,3,SAVINGS,ATM,Night,846.2565521
C0000199,Cheating,63900.0,Telangana,Hyderabad,3,5,0.8262,157,3,SAVINGS,ATM,Evening,632.2029092166666
C0000200,Cheating,57100.0,Bihar,Patna,3,42,1.0,1227,3,SAVINGS,ATM,Night,797.0556974333334
